ward,date,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_12,cases_roll_3,cases_roll_6,rain_lag_1,rain_3m_lag,rainy_days_lag_1,heavy_rain_days_lag_1,tmax_lag_1,tmin_lag_1,humidity_lag_1,oni_lag_1,month_sin,month_cos,slum_pct_imputed,population_density_per_km2,elevation_m,vulnerability_index,population_2019,predicted_cases,lower_80,upper_80,latest_annual_cases,calibration_scale,scenario,enso_value,climate_rain_mm_lag1,climate_temp_lag1,q50,q75,q90,slum_pct,risk_score,risk_level,priority_score,predicted_cases_per_100k
P/N,2026-08-01,375.2930860713566,269.64563596049186,213.65067526708324,272.7262648659545,286.19646576631055,233.91638110595986,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,54.0,20751.61391657302,21.0,68.51752173761194,974114.0,324.1227130415297,252.2244486295797,464.1708433316887,2697.0,0.9649163332968834,typical,0.0,657.3282583279818,27.98216087976542,236.5,303.75,381.70000000000005,54.0,79.54545454545455,High,76.7884713434939,33.27359149355514
M/E,2026-08-01,535.4338251015608,318.48132197073824,262.90186016677353,462.5201747151715,372.27233574635756,336.45751753769713,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,30.0,25140.114655526762,29.0,38.831176497016315,835819.0,461.32634272739216,359.55039213486174,586.7232601194762,4504.0,1.0015566153463125,typical,0.0,657.3282583279818,27.98216087976542,351.5,510.0,711.0000000000002,30.0,68.18181818181817,Medium,60.844157760617705,55.1945268924722
A,2026-08-01,164.90674753601215,128.55193328279,89.41319181197878,124.45792266868841,127.62395754359363,109.14632297194844,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,34.0,16997.556497721376,0.0,51.287740727275576,191450.0,122.98077144211292,102.97726808933955,181.5548052197842,1296.0,0.9677901036276229,typical,0.0,657.3282583279818,27.98216087976542,118.0,151.0,192.50000000000003,34.0,56.81818181818182,Medium,55.43557154545526,64.23649592170955
M/W,2026-08-01,267.6908920407924,187.65959442034932,149.2360801781737,161.12401828625013,201.52885554643845,168.6955026765131,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,53.0,24370.643551681354,8.0,75.68490036817151,426222.0,201.58435128675416,118.97514174170409,252.50337410095796,1811.0,0.9883692592576139,typical,0.0,657.3282583279818,27.98216087976542,208.5,298.5,405.30000000000007,53.0,46.96969696969697,Low,54.14849781931561,47.29562324017863
G/N,2026-08-01,355.5877537382007,283.3496783894411,225.89299139587337,277.2702364046446,288.2768078411718,245.14455768106257,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,32.0,70386.32902931391,13.0,79.41957984524025,619878.0,315.856270088777,242.43823559268594,461.5241932411386,2854.0,0.9723801736603143,typical,0.0,657.3282583279818,27.98216087976542,344.5,431.25,580.8000000000002,32.0,43.18181818181818,Low,52.24125859767369,50.95458623935308
K/W,2026-08-01,241.89444630311144,178.74213783874205,168.35204081632656,161.85823017731684,196.32954165272668,174.06118266978922,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,15.0,31401.094940158986,4.0,36.309719599293075,774733.0,215.9673536180319,158.1877139238756,282.96967123646874,1941.0,1.0092975501098544,typical,0.0,657.3282583279818,27.98216087976542,255.0,312.0,386.9,15.0,39.39393939393939,Low,38.62288444527781,27.87635916090213
R/C,2026-08-01,247.60509054213153,188.11997533217465,151.0949150641924,233.4484498514324,195.60666031283287,189.3223823139168,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,19.0,12054.163795161348,11.0,24.758916206328827,581718.0,211.2101436844257,175.47372062298624,293.2265135037556,2428.0,0.989096474498806,typical,0.0,657.3282583279818,27.98216087976542,237.0,319.0,357.9,19.0,37.878787878787875,Low,34.59881996067311,36.30799522868911
L,2026-08-01,616.8015256539761,494.11637465603116,442.3224076073705,498.5531018147619,517.7467693057926,462.3841304120659,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,54.0,59247.16505912701,14.0,97.98623146836815,933611.0,516.7551403194954,433.6329551753786,646.8326206841102,5538.0,0.9857708936863298,typical,0.0,657.3282583279818,27.98216087976542,886.5,1038.25,1224.8000000000002,54.0,9.848484848484848,Low,31.882921503455673,55.3501555058258
R/S,2026-08-01,76.34227530840023,40.62659095359311,34.822792245936945,42.5909535931075,50.59721950264343,43.02251811239475,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,58.0,38869.334356166,23.0,84.82276801582847,715275.0,40.3134200236573,23.88855230776254,55.535559147475354,456.0,0.806268400473146,typical,0.0,657.3282583279818,27.98216087976542,126.5,180.5,293.5000000000001,58.0,12.878787878787879,Low,30.86478291304803,5.636072842425263
S,2026-08-01,245.54416961130738,186.54979119820106,146.33440411178924,199.393912624478,192.8094549737659,180.86589838312452,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,72.0,25742.327721822323,18.0,95.07507283047032,769657.0,215.8617339206291,142.57135940897174,257.7202367860544,2206.0,1.0383821745317885,typical,0.0,657.3282583279818,27.98216087976542,344.5,434.5,517.8,72.0,8.333333333333332,Low,30.01876820761758,28.046484852425056
B,2026-08-01,108.57656660672292,105.16323142896667,80.45718633282611,123.04260616959469,98.0656614561719,93.83962742656892,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,11.0,49312.29159982718,8.0,41.88241156212007,131718.0,92.8755349412661,69.81209363124081,153.64701555303154,1175.0,0.9795788760766866,typical,0.0,657.3282583279818,27.98216087976542,119.0,150.75,171.0,11.0,25.757575757575758,Low,29.788784708711837,70.51089064612741
H/W,2026-08-01,127.65656565656566,98.96969696969697,101.12121212121212,113.8868686868687,109.24915824915826,104.18114478114477,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,39.0,35081.3916144126,16.0,62.419549628621816,318281.0,121.90833580064015,83.19769497565193,163.97181773435452,1278.0,0.9688994021038206,typical,0.0,657.3282583279818,27.98216087976542,163.0,221.25,291.6,39.0,15.151515151515152,Low,26.96852377079182,38.302109079913706
N,2026-08-01,189.5703279281284,109.15066892887937,88.29861207687814,114.07501460239756,129.00653631129532,106.6941562595611,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,62.0,24965.570277936793,4.0,88.80171457911482,644521.0,150.21863769715569,106.58152206245369,203.82055288294458,1221.0,0.9632398949549266,typical,0.0,657.3282583279818,27.98216087976542,535.5,642.75,825.9,62.0,6.0606060606060606,Low,26.74588319023325,23.30701989495388
C,2026-08-01,38.73617432078334,34.82223141635637,29.46131568059578,31.14549717280375,34.33990713924516,29.76968693973245,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,39.0,89447.24562784938,15.0,100.0,171941.0,28.213610633606894,19.831304041827867,37.61052062577256,344.0,0.57970542451328,typical,0.0,657.3282583279818,27.98216087976542,191.0,245.0,288.0,,0.7575757575757576,Low,25.568181818181817,16.408890627370372
F/N,2026-08-01,91.51051557369776,75.70077202946135,68.26089271452658,107.41325760937083,78.4907267725619,79.63770816694768,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,58.0,44351.2179713998,11.0,94.01830303515386,547438.0,93.24544168213207,64.15850986845084,173.04488475390505,1048.0,0.9912229790641491,typical,0.0,657.3282583279818,27.98216087976542,210.5,281.5,415.30000000000007,58.0,2.272727272727273,Low,25.20912121333392,17.033059758754796
H/E,2026-08-01,252.16499705362406,191.0170889805539,155.3241013553329,204.4808485562758,199.5020624631703,182.95285798467884,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,42.0,46206.38850675846,5.0,78.64547148825885,576624.0,213.17163230902503,152.1785302702373,262.38635118214773,2261.0,1.0452336083598999,typical,0.0,657.3282583279818,27.98216087976542,446.0,562.5,628.9,42.0,1.5151515151515151,Low,20.79773150842835,36.96891428539656
P/S,2026-08-01,48.26835710512414,41.55176967776017,35.290544109878496,36.31510829371368,41.70355696425427,37.37761929917239,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,57.0,18947.99258776129,13.0,74.55156987481263,479631.0,33.30271304065012,26.428573357811768,44.09802808201093,431.0,0.6938065216802108,typical,0.0,657.3282583279818,27.98216087976542,68.5,84.0,110.80000000000001,57.0,1.5151515151515151,Low,19.774256105066794,6.943402957825937
K/E,2026-08-01,302.87941935300955,245.98542712143126,223.718749114003,289.8174704431403,257.52786519614796,249.76959352820543,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,49.0,35404.028806505885,32.0,67.47412697353374,852546.0,289.22869450774886,204.7559022891444,437.6272717865618,3092.0,0.9844485120143874,typical,0.0,657.3282583279818,27.98216087976542,550.5,641.75,805.2,49.0,0.7575757575757576,Low,17.436713561565252,33.92528901757194
F/S,2026-08-01,60.27766714082503,40.83399715504979,33.09317211948791,49.23897581792318,44.734945471787576,40.192745376955905,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,26.0,37977.76498450448,29.0,42.75650366858393,373529.0,40.274792225339176,18.820019081794324,53.14593018563811,483.0,0.8315184529539577,typical,0.0,657.3282583279818,27.98216087976542,355.0,436.0,571.7000000000002,26.0,1.5151515151515151,Low,11.82548955350962,10.78223972578814
D,2026-08-01,0.0,0.0,0.0,0.0,0.0,0.0,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,10.0,43438.070289872856,17.0,32.5715918586037,358933.0,7.668560421169368,0.11961484336028293,148.49508725517276,0.0,0.35,typical,0.0,657.3282583279818,27.98216087976542,373.0,456.0,570.3000000000002,10.0,0.0,Low,8.142897964650926,2.136487985548659
T,2026-08-01,109.24739281575899,80.7562765546543,62.642719196601014,100.00193124758594,84.21546285567143,76.0863750482812,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,33.0,8200.969947931737,97.0,0.0,353343.0,90.54547299415624,66.71326312469532,155.13716616186608,977.0,1.0036294074710792,typical,0.0,657.3282583279818,27.98216087976542,158.0,205.0,256.8,33.0,5.303030303030303,Low,3.977272727272727,25.62537619088428
G/S,2026-09-01,795.107853294654,1059.3316411106507,690.3387898881061,660.8301906340654,848.2594280978036,705.0930895151264,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,21.0,41858.76936999277,7.0,49.35034752315354,390890.0,645.8951563387534,555.7683765842893,782.3661116884745,7839.0,1.001996486387063,typical,0.0,423.5562194331255,27.975627390029345,445.5,569.25,725.7,21.0,84.0909090909091,High,75.4057686989702,165.23706319904662
R/N,2026-09-01,139.93066113798665,234.8369039391845,153.00829302004146,135.8205482607694,175.92528603240422,148.4311218613223,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,51.0,31330.65518222099,11.0,76.65413963198206,446374.0,129.9996385761292,96.59630764140786,149.10671468018927,1622.0,0.97518594977642,typical,0.0,423.5562194331255,27.975627390029345,84.5,137.25,183.60000000000002,51.0,70.45454545454545,Medium,72.0044439989046,29.123479095137533
E,2026-09-01,496.96011762543645,636.3193040495007,441.084972125222,488.08582981069657,524.7881312667197,452.31478077967694,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,20.0,55680.01825933636,11.0,55.761109348493214,406967.0,429.88067750169864,368.815928460428,532.1824463203866,5365.0,0.9885932517551124,typical,0.0,423.5562194331255,27.975627390029345,306.0,443.25,675.0000000000002,20.0,71.21212121212122,Medium,67.34936824621421,105.6303527071479
P/N,2026-09-01,272.7262648659545,375.2930860713566,269.64563596049186,235.0338641402943,305.8883289659343,248.5342672848216,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,54.0,20751.61391657302,21.0,68.51752173761194,974114.0,234.9457957473025,185.07964784208792,284.7091170038771,2697.0,0.9649163332968834,typical,0.0,423.5562194331255,27.975627390029345,236.5,303.75,381.70000000000005,54.0,49.24242424242424,Low,54.06119861622116,24.118921989346475
M/E,2026-09-01,462.5201747151715,535.4338251015608,318.48132197073824,422.3488805400287,438.8117739291568,353.8375637618742,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,30.0,25140.114655526762,29.0,38.831176497016315,835819.0,383.80214821555575,332.28079658461155,472.3251609620698,4504.0,1.0015566153463125,typical,0.0,423.5562194331255,27.975627390029345,351.5,510.0,711.0000000000002,30.0,56.060606060606055,Medium,51.75324866970862,45.919289728464626
A,2026-09-01,124.45792266868841,164.90674753601215,128.55193328279,101.53146322971949,139.3055344958302,113.81349507202425,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,34.0,16997.556497721376,0.0,51.287740727275576,191450.0,112.29927942166293,75.46312314059873,137.8782169615849,1296.0,0.9677901036276229,typical,0.0,423.5562194331255,27.975627390029345,118.0,151.0,192.50000000000003,34.0,46.21212121212121,Low,47.4810260909098,58.657236574386495
B,2026-09-01,123.04260616959469,108.57656660672292,105.16323142896667,102.72513487342648,112.26080140176141,98.63455065246461,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,11.0,49312.29159982718,8.0,41.88241156212007,131718.0,112.57301509584109,70.40909301186078,140.06327757785394,1175.0,0.9795788760766866,typical,0.0,423.5562194331255,27.975627390029345,119.0,150.75,171.0,11.0,46.21212121212121,Low,45.129693799620924,85.46517187919729
R/C,2026-09-01,233.4484498514324,247.60509054213153,188.11997533217465,231.95111285530078,223.05783857524617,195.4932256919138,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,19.0,12054.163795161348,11.0,24.758916206328827,581718.0,219.64368124346495,175.94829121362181,268.21210708734145,2428.0,0.989096474498806,typical,0.0,423.5562194331255,27.975627390029345,237.0,319.0,357.9,19.0,43.93939393939394,Low,39.14427450612766,37.75775912787037
M/W,2026-09-01,161.12401828625013,267.6908920407924,187.65959442034932,136.92357285195172,205.49150158246394,174.63947173055132,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,53.0,24370.643551681354,8.0,75.68490036817151,426222.0,148.40605184498722,124.41450660779091,182.2164825819994,1811.0,0.9883692592576139,typical,0.0,423.5562194331255,27.975627390029345,208.5,298.5,405.30000000000007,53.0,25.0,Low,37.671225092042874,34.818956282169204
G/N,2026-09-01,277.2702364046446,355.5877537382007,283.3496783894411,259.98554840865427,305.40255617742883,262.88619719878596,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,32.0,70386.32902931391,13.0,79.41957984524025,619878.0,245.29567699229418,204.47711038351832,288.84567331432584,2854.0,0.9723801736603143,typical,0.0,423.5562194331255,27.975627390029345,344.5,431.25,580.8000000000002,32.0,20.454545454545457,Low,35.19580405221916,39.57160554049251
R/S,2026-09-01,42.5909535931075,76.34227530840023,40.62659095359311,30.894066966908166,53.186606618366945,44.16839631877815,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,58.0,38869.334356166,23.0,84.82276801582847,715275.0,35.457617987435825,19.011517109151107,46.06021014128781,456.0,0.806268400473146,typical,0.0,423.5562194331255,27.975627390029345,126.5,180.5,293.5000000000001,58.0,12.878787878787879,Low,30.86478291304803,4.957200795139746
L,2026-09-01,498.5531018147619,616.8015256539761,494.11637465603116,488.90804277404294,536.4903340415898,479.7291615869588,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,54.0,59247.16505912701,14.0,97.98623146836815,933611.0,442.6029164042673,389.3278766614942,555.8191775911546,5538.0,0.9857708936863298,typical,0.0,423.5562194331255,27.975627390029345,886.5,1038.25,1224.8000000000002,54.0,6.0606060606060606,Low,29.042012412546583,47.407637271226164
N,2026-09-01,114.07501460239756,189.5703279281284,109.15066892887937,105.58476344115928,137.59867048646845,111.62982226796095,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,62.0,24965.570277936793,4.0,88.80171457911482,644521.0,102.7287277164339,74.28606156277641,129.00357226989524,1221.0,0.9632398949549266,typical,0.0,423.5562194331255,27.975627390029345,535.5,642.75,825.9,62.0,6.0606060606060606,Low,26.74588319023325,15.938771229554025
C,2026-09-01,31.14549717280375,38.73617432078334,34.82223141635637,30.006895600606814,34.90130096998115,30.963637199466735,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,39.0,89447.24562784938,15.0,100.0,171941.0,26.453050365764916,14.481483305691004,36.84581405716964,344.0,0.57970542451328,typical,0.0,423.5562194331255,27.975627390029345,191.0,245.0,288.0,,0.0,Low,25.0,15.384957843542214
F/N,2026-09-01,107.41325760937083,91.51051557369776,75.70077202946135,110.57520631821811,91.54151507084332,81.88517171000088,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,58.0,44351.2179713998,11.0,94.01830303515386,547438.0,88.10606650426068,66.95271542196186,148.02786753808869,1048.0,0.9912229790641491,typical,0.0,423.5562194331255,27.975627390029345,210.5,281.5,415.30000000000007,58.0,1.5151515151515151,Low,24.640939395152103,16.094254783968356
S,2026-09-01,199.393912624478,245.54416961130738,186.54979119820106,181.85504336652747,210.49595781132882,183.92191348110075,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,72.0,25742.327721822323,18.0,95.07507283047032,769657.0,174.66216950681215,138.4803849773769,246.5574569833784,2206.0,1.0383821745317885,typical,0.0,423.5562194331255,27.975627390029345,344.5,434.5,517.8,72.0,0.7575757575757576,Low,24.336950025799396,22.69350756334473
K/W,2026-09-01,161.85823017731684,241.89444630311144,178.74213783874205,151.7928236868518,194.16493810639008,176.95633991301438,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,15.0,31401.094940158986,4.0,36.309719599293075,774733.0,164.30464790509885,125.70791231029264,216.2083077495433,1941.0,1.0092975501098544,typical,0.0,423.5562194331255,27.975627390029345,255.0,312.0,386.9,15.0,17.424242424242426,Low,22.14561171800509,21.207906195437506
H/E,2026-09-01,204.4808485562758,252.16499705362406,191.0170889805539,193.12080141426043,215.8876448634846,188.15370261245334,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,42.0,46206.38850675846,5.0,78.64547148825885,576624.0,183.12222801764676,142.37448725149792,246.0900164937094,2261.0,1.0452336083598999,typical,0.0,423.5562194331255,27.975627390029345,446.0,562.5,628.9,42.0,1.5151515151515151,Low,20.79773150842835,31.75764935515115
P/S,2026-09-01,36.31510829371368,48.26835710512414,41.55176967776017,33.92445853143159,42.04507835886599,37.130964958619465,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,57.0,18947.99258776129,13.0,74.55156987481263,479631.0,32.900485540095936,26.077942259110284,42.665175130211416,431.0,0.6938065216802108,typical,0.0,423.5562194331255,27.975627390029345,68.5,84.0,110.80000000000001,57.0,1.5151515151515151,Low,19.774256105066794,6.859541093068617
H/W,2026-09-01,113.8868686868687,127.65656565656566,98.96969696969697,122.63636363636363,113.50437710437711,106.5,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,39.0,35081.3916144126,16.0,62.419549628621816,318281.0,97.8994564086647,72.77489943541298,129.66545118556542,1278.0,0.9688994021038206,typical,0.0,423.5562194331255,27.975627390029345,163.0,221.25,291.6,39.0,3.0303030303030303,Low,17.877614679882726,30.75881262427374
K/E,2026-09-01,289.8174704431403,302.87941935300955,245.98542712143126,259.8363528110913,279.5607723058604,255.67230869552895,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,49.0,35404.028806505885,32.0,67.47412697353374,852546.0,252.17372676263605,207.60294884347311,317.91249422093136,3092.0,0.9844485120143874,typical,0.0,423.5562194331255,27.975627390029345,550.5,641.75,805.2,49.0,0.0,Low,16.868531743383436,29.578899761729694
F/S,2026-09-01,49.23897581792318,60.27766714082503,40.83399715504979,41.24623044096728,50.11688003793267,42.120317686107164,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,26.0,37977.76498450448,29.0,42.75650366858393,373529.0,36.572811140539756,19.606904209109643,47.76787202523674,483.0,0.8315184529539577,typical,0.0,423.5562194331255,27.975627390029345,355.0,436.0,571.7000000000002,26.0,1.5151515151515151,Low,11.82548955350962,9.791157082994829
D,2026-09-01,0.0,0.0,0.0,0.0,0.0,0.0,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,10.0,43438.070289872856,17.0,32.5715918586037,358933.0,0.833639348191213,0.0,148.49508725517268,0.0,0.35,typical,0.0,423.5562194331255,27.975627390029345,373.0,456.0,570.3000000000002,10.0,0.0,Low,8.142897964650926,0.23225486321715
T,2026-09-01,100.00193124758594,109.24739281575899,80.7562765546543,110.09646581691774,96.66853353933307,80.9921301660873,423.5562194331255,1513.811869307871,30.636363636363637,1.0,27.975627390029345,25.543302668621724,87.69739843208248,0.0,-1.0,-1.8369701987210297e-16,33.0,8200.969947931737,97.0,0.0,353343.0,85.1605191533205,66.08345777814488,138.17464445742223,977.0,1.0036294074710792,typical,0.0,423.5562194331255,27.975627390029345,158.0,205.0,256.8,33.0,4.545454545454546,Low,3.409090909090909,24.10137434541522
G/S,2026-10-01,660.8301906340654,795.107853294654,1059.3316411106507,553.35391628678,838.4232283464567,717.2304185661002,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,21.0,41858.76936999277,7.0,49.35034752315354,390890.0,629.7877453128225,456.05818614582535,751.7377680788004,7839.0,1.001996486387063,typical,0.0,334.46266431144363,29.03482263636366,445.5,569.25,725.7,21.0,84.0909090909091,High,75.4057686989702,161.11636146046777
R/N,2026-10-01,135.8205482607694,139.93066113798665,234.8369039391845,115.45680718728403,170.1960377793135,154.03582123934578,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,51.0,31330.65518222099,11.0,76.65413963198206,446374.0,128.58345884275778,112.12086752177566,151.72107324635238,1622.0,0.97518594977642,typical,0.0,334.46266431144363,29.03482263636366,84.5,137.25,183.60000000000002,51.0,68.93939393939394,Medium,70.86808036254097,28.806216052628017
E,2026-10-01,488.08582981069657,496.96011762543645,636.3193040495007,452.260001225265,540.4550838285446,460.2030366150013,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,20.0,55680.01825933636,11.0,55.761109348493214,406967.0,434.02951222468727,363.8402766884609,529.143691948836,5365.0,0.9885932517551124,typical,0.0,334.46266431144363,29.03482263636366,306.0,443.25,675.0000000000002,20.0,71.21212121212122,Medium,67.34936824621421,106.64980507625611
M/E,2026-10-01,422.3488805400287,462.5201747151715,535.4338251015608,404.7395461070894,473.4342934522537,378.76119205432866,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,30.0,25140.114655526762,29.0,38.831176497016315,835819.0,370.18655146175917,315.9476964425866,449.6152883416516,4504.0,1.0015566153463125,typical,0.0,334.46266431144363,29.03482263636366,351.5,510.0,711.0000000000002,30.0,53.78787878787878,Medium,50.048703215163165,44.29027713676755
P/N,2026-10-01,235.0338641402943,272.7262648659545,375.2930860713566,199.1535980649063,294.35107169253513,259.95071558153603,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,54.0,20751.61391657302,21.0,68.51752173761194,974114.0,225.20455165501755,174.79813064344546,265.4904565280995,2697.0,0.9649163332968834,typical,0.0,334.46266431144363,29.03482263636366,236.5,303.75,381.70000000000005,54.0,41.66666666666667,Low,48.37938043440299,23.118911303504266
A,2026-10-01,101.53146322971949,124.45792266868841,164.90674753601215,99.07505686125853,130.29871114480667,116.48824867323731,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,34.0,16997.556497721376,0.0,51.287740727275576,191450.0,105.56228591651224,76.941522019685,128.15111417464027,1296.0,0.9677901036276229,typical,0.0,334.46266431144363,29.03482263636366,118.0,151.0,192.50000000000003,34.0,40.15151515151515,Low,42.935571545455254,55.138305519202
